CSA,CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022
438,38860,,23031,"York County, ME",County or equivalent,211981,212256,215066,216732,275,2810,1666
440,,,,"Portland-Vancouver-Salem, OR-WA",Combined Statistical Area,3280757,3287501,3293342,3285859,6744,5841,-7483
440,10540,,,"Albany-Lebanon, OR",Metropolitan Statistical Area,128610,128978,129948,130467,368,970,519
440,10540,,41043,"Linn County, OR",County or equivalent,128610,128978,129948,130467,368,970,519
440,18700,,,"Corvallis, OR",Metropolitan Statistical Area,95183,95208,96277,97630,25,1069,1353
440,18700,,41003,"Benton County, OR",County or equivalent,95183,95208,96277,97630,25,1069,1353
440,31020,,,"Longview, WA",Metropolitan Statistical Area,110740,111019,111648,111956,279,629,308
440,31020,,53015,"Cowlitz County, WA",County or equivalent,110740,111019,111648,111956,279,629,308
440,38900,,,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,2512882,2518007,2518310,2509489,5125,303,-8821
440,38900,,41005,"Clackamas County, OR",County or equivalent,421404,422444,423763,423177,1040,1319,-586
440,38900,,41009,"Columbia County, OR",County or equivalent,52603,52730,53229,53588,127,499,359
440,38900,,41051,"Multnomah County, OR",County or equivalent,815429,816467,805593,795083,1038,-10874,-10510
440,38900,,41067,"Washington County, OR",County or equivalent,600383,601101,602494,600176,718,1393,-2318
440,38900,,41071,"Yamhill County, OR",County or equivalent,107721,107931,108436,108226,210,505,-210
440,38900,,53011,"Clark County, WA",County or equivalent,503309,505301,512588,516779,1992,7287,4191
440,38900,,53059,"Skamania County, WA",County or equivalent,12033,12033,12207,12460,0,174,253
440,41420,,,"Salem, OR",Metropolitan Statistical Area,433342,434289,437159,436317,947,2870,-842
440,41420,,41047,"Marion County, OR",County or equivalent,345910,346339,347775,346703,429,1436,-1072
440,41420,,41053,"Polk County, OR",County or equivalent,87432,87950,89384,89614,518,1434,230
444,,,,"Pueblo-Cañon City, CO",Combined Statistical Area,217106,217203,218566,219165,97,1363,599
444,15860,,,"Cañon City, CO",Micropolitan Statistical Area,48938,48878,49234,49621,-60,356,387
444,15860,,8043,"Fremont County, CO",County or equivalent,48938,48878,49234,49621,-60,356,387
444,39380,,,"Pueblo, CO",Metropolitan Statistical Area,168168,168325,169332,169544,157,1007,212
444,39380,,8101,"Pueblo County, CO",County or equivalent,168168,168325,169332,169544,157,1007,212
446,,,,"Pullman-Moscow, WA-ID",Combined Statistical Area,87489,87433,83635,88597,-56,-3798,4962
446,34140,,,"Moscow, ID",Micropolitan Statistical Area,39518,39629,40397,40978,111,768,581
446,34140,,16057,"Latah County, ID",County or equivalent,39518,39629,40397,40978,111,768,581
446,39420,,,"Pullman, WA",Micropolitan Statistical Area,47971,47804,43238,47619,-167,-4566,4381
446,39420,,53075,"Whitman County, WA",County or equivalent,47971,47804,43238,47619,-167,-4566,4381
448,,,,"Quincy-Hannibal, IL-MO",Combined Statistical Area,114645,114488,114012,113474,-157,-476,-538
448,25300,,,"Hannibal, MO",Micropolitan Statistical Area,38882,38837,38880,38858,-45,43,-22
448,25300,,29127,"Marion County, MO",County or equivalent,28527,28480,28502,28438,-47,22,-64
448,25300,,29173,"Ralls County, MO",County or equivalent,10355,10357,10378,10420,2,21,42
448,39500,,,"Quincy, IL-MO",Micropolitan Statistical Area,75763,75651,75132,74616,-112,-519,-516
448,39500,,17001,"Adams County, IL",County or equivalent,65727,65612,65146,64725,-115,-466,-421
448,39500,,29111,"Lewis County, MO",County or equivalent,10036,10039,9986,9891,3,-53,-95
450,,,,"Raleigh-Durham-Cary, NC",Combined Statistical Area,2106452,2106183,2150571,2190786,-269,44388,40215
450,20500,,,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,649920,646061,657000,664310,-3859,10939,7310
450,20500,,37037,"Chatham County, NC",County or equivalent,76270,76670,78111,79864,400,1441,1753
450,20500,,37063,"Durham County, NC",County or equivalent,324849,325561,329699,332680,712,4138,2981
450,20500,,37077,"Granville County, NC",County or equivalent,61001,61060,61408,61903,59,348,495
450,20500,,37135,"Orange County, NC",County or equivalent,148707,143583,148610,150477,-5124,5027,1867
450,20500,,37145,"Person County, NC",County or equivalent,39093,39187,39172,39386,94,-15,214
450,25780,,,"Henderson, NC",Micropolitan Statistical Area,42570,42535,42103,42138,-35,-432,35
450,25780,,37181,"Vance County, NC",County or equivalent,42570,42535,42103,42138,-35,-432,35
450,39580,,,"Raleigh-Cary, NC",Metropolitan Statistical Area,1413962,1417587,1451468,1484338,3625,33881,32870
450,39580,,37069,"Franklin County, NC",County or equivalent,68578,69115,71798,74539,537,2683,2741
450,39580,,37101,"Johnston County, NC",County or equivalent,215991,217787,227313,234778,1796,9526,7465
450,39580,,37183,"Wake County, NC",County or equivalent,1129393,1130685,1152357,1175021,1292,21672,22664
452,,,,"Rapid City-Spearfish, SD",Combined Statistical Area,164848,165301,168262,172373,453,2961,4111
452,39660,,,"Rapid City, SD",Metropolitan Statistical Area,139082,139463,142124,145159,381,2661,3035
452,39660,,46093,"Meade County, SD",County or equivalent,29851,29900,30270,30698,49,370,428
452,39660,,46103,"Pennington County, SD",County or equivalent,109231,109563,111854,114461,332,2291,2607
452,43940,,,"Spearfish, SD",Micropolitan Statistical Area,25766,25838,26138,27214,72,300,1076
452,43940,,46081,"Lawrence County, SD",County or equivalent,25766,25838,26138,27214,72,300,1076
454,,,,"Redding-Red Bluff, CA",Combined Statistical Area,247983,247666,247361,246175,-317,-305,-1186
454,39780,,,"Red Bluff, CA",Micropolitan Statistical Area,65831,65682,65380,65245,-149,-302,-135
454,39780,,6103,"Tehama County, CA",County or equivalent,65831,65682,65380,65245,-149,-302,-135
454,39820,,,"Redding, CA",Metropolitan Statistical Area,182152,181984,181981,180930,-168,-3,-1051
454,39820,,6089,"Shasta County, CA",County or equivalent,182152,181984,181981,180930,-168,-3,-1051
456,,,,"Reno-Carson City-Fernley, NV",Combined Statistical Area,657955,659451,668118,670258,1496,8667,2140
456,16180,,,"Carson City, NV",Metropolitan Statistical Area,58644,58683,58796,58130,39,113,-666
456,16180,,32510,"Carson City, NV",County or equivalent,58644,58683,58796,58130,39,113,-666
456,22280,,,"Fernley, NV",Micropolitan Statistical Area,59240,59466,60927,61585,226,1461,658
456,22280,,32019,"Lyon County, NV",County or equivalent,59240,59466,60927,61585,226,1461,658
456,23820,,,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,49484,49522,49969,49628,38,447,-341
456,23820,,32005,"Douglas County, NV",County or equivalent,49484,49522,49969,49628,38,447,-341
456,39900,,,"Reno, NV",Metropolitan Statistical Area,490587,491780,498426,500915,1193,6646,2489
456,39900,,32029,"Storey County, NV",County or equivalent,4098,4106,4145,4170,8,39,25
456,39900,,32031,"Washoe County, NV",County or equivalent,486489,487674,494281,496745,1185,6607,2464
458,,,,"Richmond-Connersville, IN",Combined Statistical Area,89959,89875,89866,89622,-84,-9,-244
458,18220,,,"Connersville, IN",Micropolitan Statistical Area,23404,23362,23376,23349,-42,14,-27
458,18220,,18041,"Fayette County, IN",County or equivalent,23404,23362,23376,23349,-42,14,-27
458,39980,,,"Richmond, IN",Micropolitan Statistical Area,66555,66513,66490,66273,-42,-23,-217
458,39980,,18177,"Wayne County, IN",County or equivalent,66555,66513,66490,66273,-42,-23,-217
462,,,,"Rochester-Austin, MN",Combined Statistical Area,266365,266611,267615,268213,246,1004,598
462,12380,,,"Austin, MN",Micropolitan Statistical Area,40034,40054,40214,40140,20,160,-74
462,12380,,27099,"Mower County, MN",County or equivalent,40034,40054,40214,40140,20,160,-74
462,40340,,,"Rochester, MN",Metropolitan Statistical Area,226331,226557,227401,228073,226,844,672
462,40340,,27039,"Dodge County, MN",County or equivalent,20873,20895,20964,20981,22,69,17
462,40340,,27045,"Fillmore County, MN",County or equivalent,21229,21234,21303,21414,5,69,111
462,40340,,27109,"Olmsted County, MN",County or equivalent,162849,163028,163620,164020,179,592,400
462,40340,,27157,"Wabasha County, MN",County or equivalent,21380,21400,21514,21658,20,114,144
464,,,,"Rochester-Batavia-Seneca Falls, NY",Combined Statistical Area,1182359,1180043,1177946,1171569,-2316,-2097,-6377
464,12860,,,"Batavia, NY",Micropolitan Statistical Area,58394,58313,57988,57535,-81,-325,-453
464,12860,,36037,"Genesee County, NY",County or equivalent,58394,58313,57988,57535,-81,-325,-453
464,40380,,,"Rochester, NY",Metropolitan Statistical Area,1090154,1087983,1086382,1081152,-2171,-1601,-5230
464,40380,,36051,"Livingston County, NY",County or equivalent,61842,61728,61629,61516,-114,-99,-113
464,40380,,36055,"Monroe County, NY",County or equivalent,759444,757790,756547,752035,-1654,-1243,-4512
464,40380,,36069,"Ontario County, NY",County or equivalent,112459,112327,112660,112707,-132,333,47
464,40380,,36073,"Orleans County, NY",County or equivalent,40355,40225,39711,39318,-130,-514,-393
464,40380,,36117,"Wayne County, NY",County or equivalent,91286,91193,91201,91125,-93,8,-76
464,40380,,36123,"Yates County, NY",County or equivalent,24768,24720,24634,24451,-48,-86,-183
464,42900,,,"Seneca Falls, NY",Micropolitan Statistical Area,33811,33747,33576,32882,-64,-171,-694
464,42900,,36099,"Seneca County, NY",County or equivalent,33811,33747,33576,32882,-64,-171,-694
466,,,,"Rockford-Freeport-Rochelle, IL",Combined Statistical Area,435207,434449,432303,430320,-758,-2146,-1983
466,23300,,,"Freeport, IL",Micropolitan Statistical Area,44623,44493,44071,43627,-130,-422,-444
466,23300,,17177,"Stephenson County, IL",County or equivalent,44623,44493,44071,43627,-130,-422,-444
466,40300,,,"Rochelle, IL",Micropolitan Statistical Area,51788,51694,51474,51351,-94,-220,-123
466,40300,,17141,"Ogle County, IL",County or equivalent,51788,51694,51474,51351,-94,-220,-123
466,40420,,,"Rockford, IL",Metropolitan Statistical Area,338796,338262,336758,335342,-534,-1504,-1416
466,40420,,17007,"Boone County, IL",County or equivalent,53446,53334,53199,53154,-112,-135,-45
466,40420,,17201,"Winnebago County, IL",County or equivalent,285350,284928,283559,282188,-422,-1369,-1371
468,,,,"Rocky Mount-Wilson-Roanoke Rapids, NC",Combined Statistical Area,288746,288688,287350,287166,-58,-1338,-184
468,40260,,,"Roanoke Rapids, NC",Micropolitan Statistical Area,66096,65956,65470,64627,-140,-486,-843
468,40260,,37083,"Halifax County, NC",County or equivalent,48622,48521,48377,47848,-101,-144,-529
468,40260,,37131,"Northampton County, NC",County or equivalent,17474,17435,17093,16779,-39,-342,-314
468,40580,,,"Rocky Mount, NC",Metropolitan Statistical Area,143864,143925,143597,144090,61,-328,493
468,40580,,37065,"Edgecombe County, NC",County or equivalent,48897,48777,48370,48301,-120,-407,-69
468,40580,,37127,"Nash County, NC",County or equivalent,94967,95148,95227,95789,181,79,562
468,48980,,,"Wilson, NC",Micropolitan Statistical Area,78786,78807,78283,78449,21,-524,166
468,48980,,37195,"Wilson County, NC",County or equivalent,78786,78807,78283,78449,21,-524,166
472,,,,"Sacramento-Roseville, CA",Combined Statistical Area,2680819,2683572,2693235,2701808,2753,9663,8573
472,40900,,,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,2397375,2399865,2407524,2416702,2490,7659,9178
472,40900,,6017,"El Dorado County, CA",County or equivalent,191184,191220,193590,192646,36,2370,-944
472,40900,,6061,"Placer County, CA",County or equivalent,404740,405889,412789,417772,1149,6900,4983
472,40900,,6067,"Sacramento County, CA",County or equivalent,1585046,1586465,1588106,1584169,1419,1641,-3937
472,40900,,6113,"Yolo County, CA",County or equivalent,216405,216291,213039,222115,-114,-3252,9076
472,46020,,,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,102235,102249,103457,102293,14,1208,-1164
472,46020,,6057,"Nevada County, CA",County or equivalent,102235,102249,103457,102293,14,1208,-1164
472,49700,,,"Yuba City, CA",Metropolitan Statistical Area,181209,181458,182254,182813,249,796,559
472,49700,,6101,"Sutter County, CA",County or equivalent,99631,99464,99038,98503,-167,-426,-535
472,49700,,6115,"Yuba County, CA",County or equivalent,81578,81994,83216,84310,416,1222,1094
474,,,,"Saginaw-Midland-Bay City, MI",Combined Statistical Area,377482,377074,376267,374825,-408,-807,-1442
474,13020,,,"Bay City, MI",Metropolitan Statistical Area,103856,103733,103251,102821,-123,-482,-430
474,13020,,26017,"Bay County, MI",County or equivalent,103856,103733,103251,102821,-123,-482,-430
474,33220,,,"Midland, MI",Metropolitan Statistical Area,83498,83481,83426,83674,-17,-55,248
474,33220,,26111,"Midland County, MI",County or equivalent,83498,83481,83426,83674,-17,-55,248
474,40980,,,"Saginaw, MI",Metropolitan Statistical Area,190128,189860,189590,188330,-268,-270,-1260
474,40980,,26145,"Saginaw County, MI",County or equivalent,190128,189860,189590,188330,-268,-270,-1260
476,,,,"St. Louis-St. Charles-Farmington, MO-IL",Combined Statistical Area,2924945,2923099,2916912,2905202,-1846,-6187,-11710
476,16460,,,"Centralia, IL",Micropolitan Statistical Area,37727,37639,37378,36914,-88,-261,-464
476,16460,,17121,"Marion County, IL",County or equivalent,37727,37639,37378,36914,-88,-261,-464
476,22100,,,"Farmington, MO",Micropolitan Statistical Area,66926,66437,67057,66969,-489,620,-88
476,22100,,29187,"St. Francois County, MO",County or equivalent,66926,66437,67057,66969,-489,620,-88
476,41180,,,"St. Louis, MO-IL",Metropolitan Statistical Area,2820292,2819023,2812477,2801319,-1269,-6546,-11158
476,41180,,17005,"Bond County, IL",County or equivalent,16729,16688,16633,16566,-41,-55,-67
476,41180,,17013,"Calhoun County, IL",County or equivalent,4435,4404,4385,4360,-31,-19,-25
476,41180,,17027,"Clinton County, IL",County or equivalent,36906,36913,36886,36909,7,-27,23
476,41180,,17083,"Jersey County, IL",County or equivalent,21520,21495,21370,21246,-25,-125,-124
476,41180,,17117,"Macoupin County, IL",County or equivalent,44967,44845,44545,44245,-122,-300,-300
476,41180,,17119,"Madison County, IL",County or equivalent,265858,265610,264898,263864,-248,-712,-1034
476,41180,,17133,"Monroe County, IL",County or equivalent,34953,34952,34993,35033,-1,41,40
476,41180,,17163,"St. Clair County, IL",County or equivalent,257403,256823,255022,252671,-580,-1801,-2351
476,41180,,29071,"Franklin County, MO",County or equivalent,104688,104853,105328,105879,165,475,551
476,41180,,29099,"Jefferson County, MO",County or equivalent,226572,226927,227934,229336,355,1007,1402
476,41180,,29113,"Lincoln County, MO",County or equivalent,59577,59849,61654,63155,272,1805,1501
476,41180,,29183,"St. Charles County, MO",County or equivalent,405262,406385,410511,413803,1123,4126,3292
476,41180,,29189,"St. Louis County, MO",County or equivalent,1004310,1003056,998227,990414,-1254,-4829,-7813
476,41180,,29219,"Warren County, MO",County or equivalent,35538,35740,36529,37260,202,789,731
476,41180,,29510,"St. Louis city, MO",County or equivalent,301574,300483,293562,286578,-1091,-6921,-6984
480,,,,"Salisbury-Cambridge, MD-DE",Combined Statistical Area,450574,452038,462426,471758,1464,10388,9332
480,15700,,,"Cambridge, MD",Micropolitan Statistical Area,32530,32528,32625,32726,-2,97,101
480,15700,,24019,"Dorchester County, MD",County or equivalent,32530,32528,32625,32726,-2,97,101
480,41540,,,"Salisbury, MD-DE",Metropolitan Statistical Area,418044,419510,429801,439032,1466,10291,9231
480,41540,,10005,"Sussex County, DE",County or equivalent,237380,238879,247722,255956,1499,8843,8234
480,41540,,24039,"Somerset County, MD",County or equivalent,24618,24564,24528,24546,-54,-36,18
480,41540,,24045,"Wicomico County, MD",County or equivalent,103586,103556,104181,104664,-30,625,483
480,41540,,24047,"Worcester County, MD",County or equivalent,52460,52511,53370,53866,51,859,496
482,,,,"Salt Lake City-Provo-Orem, UT",Combined Statistical Area,2701123,2710226,2746994,2774686,9103,36768,27692
482,25720,,,"Heber, UT",Micropolitan Statistical Area,77155,77545,79428,79655,390,1883,227
482,25720,,49043,"Summit County, UT",County or equivalent,42364,42482,43168,43036,118,686,-132
482,25720,,49051,"Wasatch County, UT",County or equivalent,34791,35063,36260,36619,272,1197,359
482,36260,,,"Ogden-Clearfield, UT",Metropolitan Statistical Area,694865,697045,706394,713839,2180,9349,7445
482,36260,,49003,"Box Elder County, UT",County or equivalent,57669,57946,59693,61498,277,1747,1805
482,36260,,49011,"Davis County, UT",County or equivalent,362689,363745,367446,369948,1056,3701,2502
482,36260,,49029,"Morgan County, UT",County or equivalent,12294,12381,12667,12832,87,286,165
482,36260,,49057,"Weber County, UT",County or equivalent,262213,262973,266588,269561,760,3615,2973
482,39340,,,"Provo-Orem, UT",Metropolitan Statistical Area,671170,675377,697998,715001,4207,22621,17003
482,39340,,49023,"Juab County, UT",County or equivalent,11778,11818,12192,12567,40,374,375
482,39340,,49049,"Utah County, UT",County or equivalent,659392,663559,685806,702434,4167,22247,16628
482,41620,,,"Salt Lake City, UT",Metropolitan Statistical Area,1257933,1260259,1263174,1266191,2326,2915,3017
482,41620,,49035,"Salt Lake County, UT",County or equivalent,1185236,1186921,1186440,1186257,1685,-481,-183
482,41620,,49045,"Tooele County, UT",County or equivalent,72697,73338,76734,79934,641,3396,3200
484,,,,"San Antonio-New Braunfels-Pearsall, TX",Combined Statistical Area,2576510,2586767,2622479,2673157,10257,35712,50678
484,37770,,,"Pearsall, TX",Micropolitan Statistical Area,18392,18409,17548,17815,17,-861,267
484,37770,,48163,"Frio County, TX",County or equivalent,18392,18409,17548,17815,17,-861,267
484,41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,2558118,2568358,2604931,2655342,10240,36573,50411
484,41700,,48013,"Atascosa County, TX",County or equivalent,48985,49134,49886,50864,149,752,978
484,41700,,48019,"Bandera County, TX",County or equivalent,20843,20992,21551,22115,149,559,564
484,41700,,48029,"Bexar County, TX",County or equivalent,2009322,2015369,2030895,2059530,6047,15526,28635
484,41700,,48091,"Comal County, TX",County or equivalent,161482,163640,174891,184642,2158,11251,9751
484,41700,,48187,"Guadalupe County, TX",County or equivalent,172709,173686,177254,182760,977,3568,5506
484,41700,,48259,"Kendall County, TX",County or equivalent,44281,44547,46851,48973,266,2304,2122
484,41700,,48325,"Medina County, TX",County or equivalent,50739,50939,52322,53723,200,1383,1401
484,41700,,48493,"Wilson County, TX",County or equivalent,49757,50051,51281,52735,294,1230,1454
488,,,,"San Jose-San Francisco-Oakland, CA",Combined Statistical Area,9714015,9700614,9526695,9482708,-13401,-173919,-43987
488,32900,,,"Merced, CA",Metropolitan Statistical Area,281202,281814,284458,290014,612,2644,5556
488,32900,,6047,"Merced County, CA",County or equivalent,281202,281814,284458,290014,612,2644,5556
488,33700,,,"Modesto, CA",Metropolitan Statistical Area,552880,553217,552851,551275,337,-366,-1576
488,33700,,6099,"Stanislaus County, CA",County or equivalent,552880,553217,552851,551275,337,-366,-1576
488,34900,,,"Napa, CA",Metropolitan Statistical Area,138024,137485,136206,134300,-539,-1279,-1906
488,34900,,6055,"Napa County, CA",County or equivalent,138024,137485,136206,134300,-539,-1279,-1906
488,41860,,,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,4748967,4740552,4616610,4579599,-8415,-123942,-37011
488,41860,36084,,"Oakland-Berkeley-Livermore, CA",Metropolitan Division,2848258,2846366,2807135,2785963,-1892,-39231,-21172
488,41860,36084,6001,"Alameda County, CA",County or equivalent,1682331,1680380,1643837,1628997,-1951,-36543,-14840
488,41860,36084,6013,"Contra Costa County, CA",County or equivalent,1165927,1165986,1163298,1156966,59,-2688,-6332
488,41860,41884,,"San Francisco-San Mateo-Redwood City, CA",Metropolitan Division,1638391,1632904,1550313,1537618,-5487,-82591,-12695
488,41860,41884,6075,"San Francisco County, CA",County or equivalent,873959,870393,811253,808437,-3566,-59140,-2816
488,41860,41884,6081,"San Mateo County, CA",County or equivalent,764432,762511,739060,729181,-1921,-23451,-9879
488,41860,42034,,"San Rafael, CA",Metropolitan Division,262318,261282,259162,256018,-1036,-2120,-3144
488,41860,42034,6041,"Marin County, CA",County or equivalent,262318,261282,259162,256018,-1036,-2120,-3144
488,41940,,,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,2000481,1995547,1953270,1938524,-4934,-42277,-14746
488,41940,,6069,"San Benito County, CA",County or equivalent,64207,64521,66675,67579,314,2154,904
488,41940,,6085,"Santa Clara County, CA",County or equivalent,1936274,1931026,1886595,1870945,-5248,-44431,-15650
488,42100,,,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,270869,270462,260495,264370,-407,-9967,3875
488,42100,,6087,"Santa Cruz County, CA",County or equivalent,270869,270462,260495,264370,-407,-9967,3875
488,42220,,,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,488875,488281,484315,482650,-594,-3966,-1665
488,42220,,6097,"Sonoma County, CA",County or equivalent,488875,488281,484315,482650,-594,-3966,-1665
488,44700,,,"Stockton, CA",Metropolitan Statistical Area,779227,780558,788140,793229,1331,7582,5089
488,44700,,6077,"San Joaquin County, CA",County or equivalent,779227,780558,788140,793229,1331,7582,5089
488,46700,,,"Vallejo, CA",Metropolitan Statistical Area,453490,452698,450350,448747,-792,-2348,-1603
488,46700,,6095,"Solano County, CA",County or equivalent,453490,452698,450350,448747,-792,-2348,-1603
496,,,,"Savannah-Hinesville-Statesboro, GA",Combined Statistical Area,596010,596906,604181,618706,896,7275,14525
496,25980,,,"Hinesville, GA",Metropolitan Statistical Area,81432,81586,83933,86378,154,2347,2445
496,25980,,13179,"Liberty County, GA",County or equivalent,65274,65317,66844,68030,43,1527,1186
496,25980,,13183,"Long County, GA",County or equivalent,16158,16269,17089,18348,111,820,1259
496,27700,,,"Jesup, GA",Micropolitan Statistical Area,30144,30145,30246,30896,1,101,650
496,27700,,13305,"Wayne County, GA",County or equivalent,30144,30145,30246,30896,1,101,650
496,42340,,,"Savannah, GA",Metropolitan Statistical Area,404787,405257,409365,418373,470,4108,9008
496,42340,,13029,"Bryan County, GA",County or equivalent,44739,45035,46963,48225,296,1928,1262
496,42340,,13051,"Chatham County, GA",County or equivalent,295280,295064,295656,301107,-216,592,5451
496,42340,,13103,"Effingham County, GA",County or equivalent,64768,65158,66746,69041,390,1588,2295
496,44340,,,"Statesboro, GA",Micropolitan Statistical Area,79647,79918,80637,83059,271,719,2422
496,44340,,13031,"Bulloch County, GA",County or equivalent,79647,79918,80637,83059,271,719,2422
497,,,,"Scottsboro-Fort Payne, AL",Combined Statistical Area,124193,124193,124523,124889,0,330,366
497,22840,,,"Fort Payne, AL",Micropolitan Statistical Area,71611,71648,71829,71998,37,181,169
497,22840,,1049,"DeKalb County, AL",County or equivalent,71611,71648,71829,71998,37,181,169
497,42460,,,"Scottsboro, AL",Micropolitan Statistical Area,52582,52545,52694,52891,-37,149,197
497,42460,,1071,"Jackson County, AL",County or equivalent,52582,52545,52694,52891,-37,149,197
500,,,,"Seattle-Tacoma, WA",Combined Statistical Area,4953389,4964736,4961237,4982019,11347,-3499,20782
500,14740,,,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,275605,275802,276591,277673,197,789,1082
500,14740,,53035,"Kitsap County, WA",County or equivalent,275605,275802,276591,277673,197,789,1082
500,16500,,,"Centralia, WA",Micropolitan Statistical Area,82152,82556,84575,85370,404,2019,795
500,16500,,53041,"Lewis County, WA",County or equivalent,82152,82556,84575,85370,404,2019,795
500,34580,,,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,129515,129884,130933,131179,369,1049,246
500,34580,,53057,"Skagit County, WA",County or equivalent,129515,129884,130933,131179,369,1049,246
500,36020,,,"Oak Harbor, WA",Micropolitan Statistical Area,86847,86990,87557,86625,143,567,-932
500,36020,,53029,"Island County, WA",County or equivalent,86847,86990,87557,86625,143,567,-932
500,36500,,,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,294797,295988,298078,298758,1191,2090,680
500,36500,,53067,"Thurston County, WA",County or equivalent,294797,295988,298078,298758,1191,2090,680
500,42660,,,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,4018751,4027487,4016274,4034248,8736,-11213,17974
500,42660,42644,,"Seattle-Bellevue-Kent, WA",Metropolitan Division,3097614,3103963,3089075,3106868,6349,-14888,17793
500,42660,42644,53033,"King County, WA",County or equivalent,2269667,2274094,2253038,2266789,4427,-21056,13751
500,42660,42644,53061,"Snohomish County, WA",County or equivalent,827947,829869,836037,840079,1922,6168,4042
500,42660,45104,,"Tacoma-Lakewood, WA",Metropolitan Division,921137,923524,927199,927380,2387,3675,181
500,42660,45104,53053,"Pierce County, WA",County or equivalent,921137,923524,927199,927380,2387,3675,181
500,43220,,,"Shelton, WA",Micropolitan Statistical Area,65722,66029,67229,68166,307,1200,937
500,43220,,53045,"Mason County, WA",County or equivalent,65722,66029,67229,68166,307,1200,937
508,,,,"Shreveport-Bossier City-Minden, LA",Combined Statistical Area,430365,429358,425101,420797,-1007,-4257,-4304
508,33380,,,"Minden, LA",Micropolitan Statistical Area,36963,36875,36024,35643,-88,-851,-381
508,33380,,22119,"Webster Parish, LA",County or equivalent,36963,36875,36024,35643,-88,-851,-381
508,43340,,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,393402,392483,389077,385154,-919,-3406,-3923
508,43340,,22015,"Bossier Parish, LA",County or equivalent,128736,128717,129402,129276,-19,685,-126
508,43340,,22017,"Caddo Parish, LA",County or equivalent,237857,236928,232741,229025,-929,-4187,-3716
508,43340,,22031,"De Soto Parish, LA",County or equivalent,26809,26838,26934,26853,29,96,-81
515,,,,"South Bend-Elkhart-Mishawaka, IN-MI",Combined Statistical Area,812222,811619,810783,810585,-603,-836,-198
515,21140,,,"Elkhart-Goshen, IN",Metropolitan Statistical Area,207054,206983,207066,206890,-71,83,-176
515,21140,,18039,"Elkhart County, IN",County or equivalent,207054,206983,207066,206890,-71,83,-176
515,35660,,,"Niles, MI",Metropolitan Statistical Area,154320,154183,153377,152900,-137,-806,-477
515,35660,,26021,"Berrien County, MI",County or equivalent,154320,154183,153377,152900,-137,-806,-477
515,38500,,,"Plymouth, IN",Micropolitan Statistical Area,46096,46076,46175,46332,-20,99,157
515,38500,,18099,"Marshall County, IN",County or equivalent,46096,46076,46175,46332,-20,99,157
515,43780,,,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,324505,324222,323842,323637,-283,-380,-205
515,43780,,18141,"St. Joseph County, IN",County or equivalent,272914,272672,272341,272234,-242,-331,-107
515,43780,,26027,"Cass County, MI",County or equivalent,51591,51550,51501,51403,-41,-49,-98
515,47700,,,"Warsaw, IN",Micropolitan Statistical Area,80247,80155,80323,80826,-92,168,503
515,47700,,18085,"Kosciusko County, IN",County or equivalent,80247,80155,80323,80826,-92,168,503
517,,,,"Spencer-Spirit Lake, IA",Combined Statistical Area,34085,34101,34280,34503,16,179,223
517,43980,,,"Spencer, IA",Micropolitan Statistical Area,16381,16335,16428,16475,-46,93,47
517,43980,,19041,"Clay County, IA",County or equivalent,16381,16335,16428,16475,-46,93,47
517,44020,,,"Spirit Lake, IA",Micropolitan Statistical Area,17704,17766,17852,18028,62,86,176
517,44020,,19059,"Dickinson County, IA",County or equivalent,17704,17766,17852,18028,62,86,176
518,,,,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Combined Statistical Area,757156,760502,773197,781497,3346,12695,8300
518,17660,,,"Coeur d'Alene, ID",Metropolitan Statistical Area,171374,172790,180146,183578,1416,7356,3432
518,17660,,16055,"Kootenai County, ID",County or equivalent,171374,172790,180146,183578,1416,7356,3432
518,44060,,,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,585782,587712,593051,597919,1930,5339,4868
518,44060,,53063,"Spokane County, WA",County or equivalent,539332,541125,545498,549690,1793,4373,4192
518,44060,,53065,"Stevens County, WA",County or equivalent,46450,46587,47553,48229,137,966,676
